0 3.77015e-20
0.753769 1.18321e-19
1.50754 3.65519e-19
2.26131 1.11149e-18
3.01508 3.32693e-18
3.76884 9.80234e-18
4.52261 2.8429e-17
5.27638 8.11593e-17
6.03015 2.28067e-16
6.78392 6.30856e-16
7.53769 1.71769e-15
8.29146 4.60368e-15
9.04523 1.21454e-14
9.79899 3.15401e-14
10.5528 8.06234e-14
11.3065 2.02864e-13
12.0603 5.02452e-13
12.8141 1.22498e-12
13.5678 2.93975e-12
14.3216 6.94443e-12
15.0754 1.61476e-11
15.8291 3.69596e-11
16.5829 8.32705e-11
17.3367 1.84672e-10
18.0905 4.03141e-10
18.8442 8.66279e-10
19.598 1.83234e-09
20.3518 3.81503e-09
21.1055 7.81873e-09
21.8593 1.57732e-08
22.6131 3.13221e-08
23.3668 6.12247e-08
24.1206 1.17801e-07
24.8744 2.23109e-07
25.6281 4.15939e-07
26.3819 7.63288e-07
27.1357 1.37878e-06
27.8894 2.45157e-06
28.6432 4.29082e-06
29.397 7.39235e-06
30.1508 1.25363e-05
30.9045 2.09269e-05
31.6583 3.43862e-05
32.4121 5.56172e-05
33.1658 8.85483e-05
33.9196 0.000138771
34.6734 0.000214072
35.4271 0.000325064
36.1809 0.000485873
36.9347 0.000714862
37.6884 0.0010353
38.4422 0.00147591
39.196 0.00207108
39.9497 0.00286075
40.7035 0.00388964
41.4573 0.00520575
42.2111 0.0068581
42.9648 0.00889345
43.7186 0.0113523
44.4724 0.014264
45.2261 0.0176418
45.9799 0.0214779
46.7337 0.0257388
47.4874 0.0303619
48.2412 0.0352546
48.995 0.0402947
49.7487 0.0453342
50.5025 0.0502053
51.2563 0.0547293
52.0101 0.0587266
52.7638 0.0620292
53.5176 0.0644917
54.2714 0.0660019
55.0251 0.0664898
55.7789 0.0659325
56.5327 0.0643561
57.2864 0.0618338
58.0402 0.05848
58.794 0.0544421
59.5477 0.0498894
60.3015 0.0450015
61.0553 0.0399569
61.809 0.0349223
62.5628 0.0300441
63.3166 0.0254426
64.0704 0.0212085
64.8241 0.0174022
65.5779 0.0140554
66.3317 0.0111745
67.0854 0.00874498
67.8392 0.00673652
68.593 0.00510809
69.3467 0.00381265
70.1005 0.00280118
70.8543 0.00202582
71.608 0.00144214
72.3618 0.00101055
73.1156 0.000697037
73.8693 0.000473259
74.6231 0.000316292
75.3769 0.000208076
76.1307 0.000134742
76.8844 8.58873e-05
77.6382 5.38891e-05
78.392 3.32827e-05
79.1457 2.0234e-05
79.8995 1.21085e-05
80.6533 7.13258e-06
81.407 4.13568e-06
82.1608 2.36045e-06
82.9146 1.32613e-06
83.6683 7.33372e-07
84.4221 3.99217e-07
85.1759 2.13914e-07
85.9296 1.12827e-07
86.6834 5.85781e-08
87.4372 2.99366e-08
88.191 1.50597e-08
88.9447 7.45716e-09
89.6985 3.63478e-09
90.4523 1.74393e-09
91.206 8.23615e-10
91.9598 3.82883e-10
92.7136 1.75208e-10
93.4673 7.892e-11
94.2211 3.49918e-11
94.9749 1.52718e-11
95.7286 6.56087e-12
96.4824 2.77446e-12
97.2362 1.15489e-12
97.9899 4.73204e-13
98.7437 1.90854e-13
99.4975 7.57707e-14
100.251 2.96106e-14
101.005 1.13904e-14
101.759 4.31295e-15
102.513 1.60752e-15
103.266 5.89774e-16
104.02 2.1299e-16
104.774 7.57146e-17
105.528 2.64939e-17
106.281 9.12551e-18
107.035 3.09396e-18
107.789 1.03257e-18
108.543 3.39208e-19
109.296 1.09688e-19
110.05 3.49142e-20
110.804 1.09393e-20
111.558 3.3738e-21
112.312 1.02423e-21
113.065 3.0607e-22
113.819 9.00306e-23
114.573 2.60679e-23
115.327 7.42961e-24
116.08 2.08436e-24
116.834 5.75606e-25
117.588 1.56467e-25
118.342 4.18666e-26
119.095 1.1027e-26
119.849 2.85886e-27
120.603 7.29582e-28
121.357 1.83274e-28
122.111 4.53183e-29
122.864 1.10304e-29
123.618 2.64276e-30
124.372 6.23257e-31
125.126 1.44685e-31
125.879 3.30617e-32
126.633 7.43657e-33
127.387 1.64652e-33
128.141 3.58843e-34
128.894 7.69821e-35
129.648 1.62563e-35
130.402 3.37907e-36
131.156 6.91384e-37
131.91 1.39247e-37
132.663 2.76058e-38
133.417 5.38717e-39
134.171 1.03482e-39
134.925 1.95667e-40
135.678 3.64178e-41
136.432 6.672e-42
137.186 1.20322e-42
137.94 2.13589e-43
138.693 3.73215e-44
139.447 6.41925e-45
140.201 1.08682e-45
140.955 1.81123e-46
141.709 2.97123e-47
142.462 4.79784e-48
143.216 7.62606e-49
143.97 1.19316e-49
144.724 1.83758e-50
145.477 2.78573e-51
146.231 4.15697e-52
146.985 6.10604e-53
147.739 8.82855e-54
148.492 1.25651e-54
149.246 1.76029e-55
150 2.42746e-56
